event,time,user,message,category,code
,[0:26:19] ,kcomplex,just checked in how is lucia so far,question,8
,[0:26:21] ,ustinodj,poison has some hard combos with negative edge canceling,cinfo,5
,[0:26:24] ,lurknazmonster,np its hard to find in there honestly,other,10
,[0:26:25] ,azraelgt,llesor its from this httpswwwyoutubecomwatchvwjtzfbfrqi,other,10
,[0:26:29] ,cluminati,the grind is da grind,other,10
,[0:26:30] ,ghostfromrdstrike,evo twitter just apologized for the snake thing,game,9
,[0:26:31] ,bobdobbz,yes,goodp,6
,[0:26:32] ,gusmortis,she looks like she plays like a sakura ken kolin hybrid,caction,3
,[0:26:40] ,photomon,all those links for that little damage,caction,3
,[0:26:40] ,katyparryfgc,titty k looks ok,cdesign,4
,[0:26:40] ,damuffinman,you can buy individual character on stream right i cant remember,game,9
,[0:26:45] ,bingbingwahoo,shotgunsagat yeah just nerf those obvious overpowered characters,game,9
,[0:26:47] ,llesor,azraelgt loooooool,goodp,6
,[0:26:52] ,lurknazmonster,a little bit of juri with the projectile,cinfo,5
,[0:26:54] ,marocels,marocels subscribed at tier theyve subscribed for months glad to see you playing sfv again,other,10
,[0:26:55] ,hilikusss,wheres the big guy,question,8
,[0:26:58] ,hilikusss,ganyru,other,10
,[0:26:58] ,squalladv,ghostfromrdstrike what happened,question,8
,[0:27:02] ,hilikusss,i mean honda,cinfo,5
,[0:27:04] ,admiralackbarssnackbar,she has lot of corner carry,cdesign,4
,[0:27:05] ,inodmyheadwhenilose,im getting big juri vibes with that damage,cdesign,4
,[0:27:05] ,quoji,yeah definitely kenlike with the ex tatsu and run,cdesign,4
,[0:27:05] ,cmplete,bundle is up on steam just bought it,game,9
,[0:27:07] ,sirminj,was there a balance patch,question,8
,[0:27:13] ,lurknazmonster,it does block hit on a fireball,cinfo,5
,[0:27:13] ,rashidoo,no balance patch,game,9
,[0:27:20] ,gtliving,how smooth does she play does the running cancel throw you off,question,8
,[0:27:25] ,lurknazmonster,then immediately can counter,caction,3
,[0:27:25] ,daveski,cmplete woo thanks,other,10
,[0:27:27] ,photomon,no balance patch just bug fixes,game,9
,[0:27:33] ,cluminati,wheres oro sodom and rolento at,question,8
,[0:27:35] ,fscorn,cohhold back in my day juri had a good fireball cohhold,cinfo,5
,[0:27:35] ,azraelgt,sirminj you need to delete and reinstall the game not a real advice,game,9
,[0:27:37] ,countmeowingtonn,gotta carry them into the corner times before you do enough damage to kill,game,9
,[0:27:44] ,shanglong,so feels like a kof char and i love it,cdesign,4
,[0:27:52] ,ghostfromrdstrike,squalladv metal gear solid codex showed up during tekken top and it had snake telling harada thats some good ass tekken,other,10
,[0:27:57] ,hilikusss,do you have your secret weapon,question,8
,[0:28:02] ,azraelgt,heavy dmg,badp,7
,[0:28:03] ,cluminati,i think im gonna quit sf,other,10
,[0:28:06] ,quoji,she looks better than in her trailer,cdesign,4
,[0:28:10] ,kcomplex,i might be stating the obvious but she looks like ken a bit,cdesign,4
,[0:28:10] ,squalladv,shanglong yep feels like a kof char also check her nostalgia costume she reminds me of mary p,cdesign,4
,[0:28:10] ,ghostfromrdstrike,squalladv people think snakes gonna be in tekken but it wasnt a tease,other,10
,[0:28:15] ,cluminati,no new balance patch,game,9
,[0:28:15] ,inayatred,huge,goodp,6
,[0:28:20] ,enzo,holy fm batman,badp,7
,[0:28:21] ,megatonbeef,new kof announced for to master trials in get an encore of the ace card,game,9
,[0:28:21] ,yamsandjams,survival mode time,game,9
,[0:28:22] ,hilikusss,better respect the law klinkgun klinkgun klinkgun klinkgun klinkgun,game,9
,[0:28:23] ,quoji,a better ken head,cinfo,5
,[0:28:23] ,muenshter,are her moves wack,question,8
,[0:28:23] ,avantistarre,did you do the story,question,8
,[0:28:26] ,zyxwhitewind,were rich,other,10
,[0:28:26] ,gtliving,how smooth does she play does the running cancel throw you off,question,8
,[0:28:27] ,squalladv,ghostfromrdstrike yeah i heard the codec sound what was it,other,10
,[0:28:28] ,sandmana,waut no,badp,7
,[0:28:28] ,hulkbusterv,sweet sweet fight money,other,10
,[0:28:28] ,leoguimaraes,worth the fm you have you pay for her,question,8
,[0:28:29] ,jackedalot,super is just a boring shippujinrai,game,9
,[0:28:34] ,freakyyyy,usa,other,10
,[0:28:39] ,aveexitium,nice to see blonde fighter staying blonde,cdesign,4
,[0:28:40] ,countmeowingtonn,instead of violent ken we got pms ken,cdesign,4
,[0:28:42] ,shotgunsagat,why are people expecting a balance patch at this point in the year,question,8
,[0:28:44] ,themegaguy,and who said there was a fm drought,game,9
,[0:28:45] ,damuffinman,i forget can you buy individual characters on steam or no,game,9
,[0:28:46] ,cluminati,i could of swore was going to give us more once he took the stage,game,9
,[0:28:52] ,nodthenbow,rahspahct da lawh,other,10
,[0:28:57] ,kcomplex,so if shes like ken then will she keep getting nerfed every patch,question,8
,[0:29:03] ,ippo,wheres honda,question,8
,[0:29:05] ,hilikusss,can you get in that nice onsen,request,1
,[0:29:10] ,ghostfromrdstrike,squalladv i just told you snake and harada was on the monitor and snake told harada thats some good ass tekken,other,10
,[0:29:19] ,lurknazmonster,it feels likethe wrong moves were attatched to the wrong buttons lol,caction,3
,[0:29:19] ,bunky,gachikuns cpt champ costume is out if you want a training dummy,other,10
,[0:29:22] ,shanglong,isqualladv i am going toget it i love her so far the only thing i need to real get down are her pokes,cinfo,5
,[0:29:26] ,megatonbeef,ghostfromrdstrike it was hype bro,goodp,6
,[0:29:41] ,hilikusss,gotta respect the law klinkgun,other,10
,[0:29:44] ,zincthehedgehog,you gonna try out her alt costumes tonight,other,10
,[0:29:46] ,ghostfromrdstrike,megatonbeef it was most definitely hype but people are not happy,other,10
,[0:29:48] ,damuffinman,ghostfromrdstrike doodbro,other,10
,[0:29:49] ,shanglong,she is so much fun to play,cinfo,5
,[0:29:52] ,shotgunsagat,did you see the new training options in the patch notes,game,9
,[0:30:01] ,squalladv,ghostfromrdstrike and what was the apologize for,other,10
,[0:30:01] ,poorygone,what is in november tho what event,question,8
,[0:30:05] ,ghostfromrdstrike,it was misleading asl to put codex in the middle of top,other,10
,[0:30:15] ,akinohamlet,no evo announcement,game,9
,[0:30:19] ,ghostfromrdstrike,damuffinman doodbro doodbro doodbro,other,10
,[0:30:21] ,megatonbeef,ghostfromrdstrike bet they keep teasing it till tournament in december then we get a kept you waiting huh,game,9
,[0:30:21] ,muenshter,is lucia stubby,question,8
,[0:30:23] ,squalladv,shanglong,request,1
,[0:30:28] ,stckyrick,poorygone is it capcom cup,game,9
,[0:30:43] ,poorygone,that dec,other,10
,[0:30:45] ,ghostfromrdstrike,squalladv people are upset because it was misleading everyone thought it was a character tease,game,9
,[0:30:45] ,crusty,new gghype,other,10
,[0:30:45] ,jigabachi,yo do you have to have fight money to get these dopes,question,8
,[0:31:03] ,jcarloswarbr,does she have dp,question,8
,[0:31:04] ,squalladv,ghostfromrdstrike i see thx p,other,10
,[0:31:16] ,moobot,join the arcade discord at httpsdiscordggesjxkm,other,10
,[0:31:16] ,shanglong,should i use her j mk to start combos it seems to cross up and if you hit deep you get a good combo with her spin kick,question,8
,[0:31:17] ,ghostfromrdstrike,reofeels,other,10
,[0:31:21] ,hulkbusterv,she has a tick throw,caction,3
,[0:31:28] ,akinohamlet,you gonna start speculating on the capcom cup patch,game,9
,[0:31:30] ,ghostfromrdstrike,when snake couldve been in tekken reofeels,question,8
,[0:31:32] ,countmeowingtonn,she has an invincible reversal,caction,3
,[0:31:33] ,nodoctors,nodoctors subscribed at tier theyve subscribed for months currently on a month streak oro when,other,10
,[0:31:38] ,cluminati,she has two frames od,caction,3
,[0:31:50] ,nodoctors,lmao,goodp,6
,[0:31:54] ,sandmana,the ssfv update,other,10
,[0:31:55] ,tofuth,why another new account what is the point of playing against bronze players,other,10
,[0:32:06] ,lordsnz,my stream is lagging any else having this problem,other,10
,[0:32:06] ,carlitros,did you see harada trolling,question,8
,[0:32:09] ,countmeowingtonn,cup of kawfee,other,10
,[0:32:13] ,jcarloswarbr,someone answers me im without audio and cant hear him does she have dragon punish,other,10
,[0:32:19] ,poorygone,fight money to try new char,other,10
,[0:32:21] ,megatonbeef,carlitros the apology scroll,other,10
,[0:32:23] ,poncho,idk how fans still cant be dissatisfied with capcom,game,9
,[0:32:23] ,shanglong,ya he did hard,other,10
,[0:32:24] ,drragemonster,gb for characters huh,game,9
,[0:32:42] ,akinohamlet,is snk having a rennaisance chat,other,10
,[0:32:47] ,drragemonster,alrdy feels like lucia is low tier,cinfo,5
,[0:32:47] ,kcomplex,i would have rather taken fei long over lucia,cinfo,5
,[0:32:49] ,shanglong,he came upthere and had the same sheet read from,other,10
,[0:32:55] ,gusmortis,twitch seems to be having problem,other,10
,[0:32:56] ,mendokusai,you wanna a cup of coffee,other,10
,[0:33:07] ,optymynd,are you not going to the after party,other,10
,[0:33:10] ,rashidoo,goodness,other,10
,[0:33:14] ,shanglong,kcomplex she fun char give her a chance,cinfo,5
,[0:33:15] ,infectedjazz,i wonder if they are even going to continue the cpt after this year considering more and more and more are expressing their thoughts of sfv in general i hope they continue,game,9
,[0:33:15] ,akinohamlet,covefe,other,10
,[0:33:16] ,rashidoo,das alotta damaj,other,10
,[0:33:18] ,photomon,same as gief,other,10
,[0:33:27] ,poorygone,yeah snk better bring it back,request,1
,[0:33:38] ,bingbingwahoo,that speech is kinda disrespectful to other fighting game devs especially to harada he made it look like hes the hardest working executive on the fgc except hes doing the same thing since sfv but actually less,other,10
,[0:33:48] ,jigabachi,can i not buy the new characters with real money yet whats going on,game,9
,[0:33:53] ,cluminati,if u were gonna quit sf what game would u play,game,9
,[0:33:55] ,gusmortis,samsho top was insanity even my wife was hype,other,10
,[0:33:55] ,shanglong,wait about a week before you start hating on a char,other,10
,[0:33:57] ,cluminati,samsho,other,10
,[0:34:00] ,nistarok,nistarok subscribed at tier theyve subscribed for months currently on a month streak,other,10
,[0:34:04] ,ghostfromrdstrike,because everyone is ready for sf or whatever the next fighting game theyre developing,game,9
,[0:34:07] ,ganthorthegreat,photomon what about gief,other,10
,[0:34:11] ,cluminati,doa,other,10
,[0:34:14] ,solideva,hows lucia so far,question,8
,[0:34:14] ,damuffinman,whenever up to you,question,8
,[0:34:17] ,cluminati,or teppen,other,10
,[0:34:18] ,sandmana,month,other,10
,[0:34:20] ,sandmana,each character,other,10
,[0:34:28] ,squalladv,i want more sfv not sf for at least more years,game,9
,[0:34:36] ,leoguimaraes,char months,game,9
,[0:34:36] ,abstraktlogic,thats a month per character its not that bad,game,9
,[0:34:37] ,grandmasterminglee,rip my fm took so long to get metal cammy,other,10
,[0:34:38] ,gymbrolife,whats yp,question,8
,[0:34:39] ,frozenfacade,that name you chose for the lucia account is amazing,comment,2
,[0:34:40] ,freakyyyy,ehonda man,request,1
,[0:34:41] ,dasmesee,no offense to lucia but i wanted maki aimzsad aimzsad,request,1
,[0:34:42] ,sumireii,squalladv god no,badp,7
,[0:34:43] ,yamsandjams,and then survival mode,badp,7
,[0:34:44] ,gymbrolife,up,request,1
,[0:34:45] ,damuffinman,yasssss,goodp,6
,[0:34:46] ,ghostfromrdstrike,nah i was ready for sf years ago,other,10
,[0:34:48] ,rashidoo,smurf squad assemble,other,10
,[0:34:50] ,beatles,lol,goodp,6
,[0:34:51] ,sshomes,but sfv would never get a major setup,game,9
,[0:34:52] ,photomon,ganthorthegreat its the same damaage for giiefs top ca combo,game,9
,[0:34:54] ,damuffinman,smurf feez hoes,other,10
,[0:34:57] ,sshomes,shakeup,request,1
,[0:35:01] ,jcarloswarbr,someone answers me im without audio and cant hear him does she have dragon punish,other,10
,[0:35:04] ,rashidoo,poof,request,1
,[0:35:06] ,photomon,also does,other,10
,[0:35:08] ,tehwrecker,fighting all the smurfs,other,10
,[0:35:09] ,squalladv,im one of the rare aliens that love sfv,game,9
,[0:35:12] ,cluminati,i heard sf is coming out in a little over a year,game,9
,[0:35:14] ,ninjavanish,shinobi,other,10
,[0:35:17] ,dasmesee,blonde fighter,cdesign,4
,[0:35:18] ,zyxwhitewind,now for the best part of sf,game,9
,[0:35:21] ,chipi,tpfufun,other,10
,[0:35:29] ,quoji,they always have vas with fake accents,cdesign,4
,[0:35:29] ,momenti,yes jcarloswarbr,other,10
,[0:35:30] ,ghostfromrdstrike,end sf and just drop sf or marvel,game,9
,[0:35:31] ,squalladv,hot waaata,goodp,6
,[0:35:32] ,ochuckles,confession i love the vtrigger system,game,9
,[0:35:32] ,hulkbusterv,rip ramen,other,10
,[0:35:35] ,inodmyheadwhenilose,ramen how american,other,10
,[0:35:44] ,infectedjazz,sony have to announce the ps before capcom can announce sf,game,9
,[0:35:45] ,cluminati,but said he wasnt even working on sf tho,game,9
,[0:35:48] ,kcomplex,howahly qwin,other,10
,[0:35:52] ,jcarloswarbr,momenti tanks,other,10
,[0:35:53] ,sammar,haggard,other,10
,[0:35:53] ,cluminati,who knows what to believe,question,8
,[0:35:55] ,swiftruina,she is straight up harely quinn,cdesign,4
,[0:35:56] ,ghostfromrdstrike,yeah hes not,other,10
,[0:36:00] ,spacedive,fighting game lore,other,10
,[0:36:02] ,dasmesee,they denied sf exsistence stop the bs,other,10
,[0:36:07] ,rashidoo,rolento o,request,1
,[0:36:08] ,fscorn,wtf are this pics,badp,7
,[0:36:13] ,rashidoo,andre o,request,1
,[0:36:14] ,bunky,rolento,request,1
,[0:36:15] ,skibyte,she reminds me to viper,cdesign,4
,[0:36:16] ,ninjavanish,who was that first guy,question,8
,[0:36:17] ,lionheartrawr,huugo,request,1
,[0:36:17] ,themegaguy,rolent confirmed,request,1
,[0:36:20] ,spacedive,oh no rolento,cinfo,5
,[0:36:20] ,inodmyheadwhenilose,stage of pride picks,other,10
,[0:36:22] ,themegaguy,rolento,cinfo,5
,[0:36:26] ,spacedive,rolento incoming,cinfo,5
,[0:36:27] ,ghostfromrdstrike,what bs all i said was im ready for them to drop sf,question,8
,[0:36:28] ,squalladv,metal gear ohmydog,cinfo,5
,[0:36:28] ,kcomplex,rolento is confirmed,cinfo,5
,[0:36:29] ,rashidoo,that was the cop that arrested cody o,cinfo,5
,[0:36:32] ,fscorn,no peter is one of the good guys,cinfo,5
,[0:36:33] ,leoguimaraes,dirty peter,cinfo,5
,[0:36:35] ,sammar,is that director tons voice actor,cinfo,5
,[0:36:35] ,battlechickentv,wario in a cop outfit,cinfo,5
,[0:36:38] ,frozenfacade,backgroud images instead of art lol,game,9
,[0:36:38] ,kcomplex,ohohhoh,other,10
,[0:36:39] ,azraelgt,that pose,caction,3
,[0:36:43] ,kcomplex,the cop lmao,cinfo,5
,[0:36:44] ,grandmasterminglee,save sf for next gen,game,9
,[0:36:44] ,dasmesee,why does capcom deny haggar in sf,question,8
,[0:36:48] ,azraelgt,core value pose,caction,3
,[0:36:55] ,ninjavanish,peter been hitting those donuts pretty hard,caction,3
,[0:36:58] ,tokenblackdood,wasnt that the cop from rival schools,cinfo,5
,[0:37:00] ,spydermanga,azraelgt kappaross,other,10
,[0:37:03] ,ghostfromrdstrike,grandmasterminglee im okay with that,other,10
,[0:37:04] ,fernadiee,her japanesse voice is so much better than that annoying english voice,cdesign,4
,[0:37:05] ,yamsandjams,vroom vroom,caction,3
,[0:37:06] ,sandmana,no need to be hostile,request,1
,[0:37:08] ,photomon,ah ba ba ba ba,other,10
,[0:37:15] ,shadesofhorror,ahababbaba,other,10
,[0:37:15] ,variantx,im a customah,other,10
,[0:37:21] ,ghostfromrdstrike,im just ready for a new fighting game from capcom,game,9
,[0:37:23] ,bgamr,poor abigail getting beat up all the time,caction,3
,[0:37:27] ,inodmyheadwhenilose,bullying the ai,caction,3
,[0:37:29] ,thelastchrono,taunt,request,1
,[0:37:41] ,infectedjazz,fernadiee but her english voice is sexy as hell,cdesign,4
,[0:37:44] ,rashidoo,d,other,10
,[0:37:45] ,cluminati,save sf for the olympics,game,9
,[0:37:45] ,spydermanga,that was a pretty solid hit comho,goodp,6
,[0:37:48] ,spydermanga,combo,request,1
,[0:37:50] ,lionheartrawr,was sad,badp,7
,[0:37:52] ,squalladv,still gotta check her jp voice,cdesign,4
,[0:37:53] ,battlechickentv,lucia is dope as hell,cinfo,5
,[0:37:55] ,dasmesee,reminds me of angel from kof,cinfo,5
,[0:37:57] ,photomon,abiigiial reminds me of those harley biker gang from south park,cinfo,5
,[0:37:59] ,kenjoslice,she got that cody kick,caction,3
,[0:38:00] ,themikester,abigail is crap now anyway,cinfo,5
,[0:38:00] ,grandmasterminglee,save sf for,game,9
,[0:38:03] ,themegaguy,ais have feelings,other,10
,[0:38:03] ,rashidoo,feelsabigailman,other,10
,[0:38:21] ,sammar,she mighty fine she from nu york,cdesign,4
,[0:38:23] ,squalladv,roxy,request,1
,[0:38:24] ,serow,her vtrigger flame kicks with balls reminds me of ks ein trigger,caction,3
,[0:38:27] ,inodmyheadwhenilose,roxy,request,1
,[0:38:32] ,spydermanga,could roxy be the next character ingame,request,1
,[0:38:35] ,avantistarre,holy shit abigail,cinfo,5
,[0:38:36] ,kenjoslice,hugo might b comin,cinfo,5
,[0:38:37] ,hexapro,i wanted roxy,cinfo,5
,[0:38:37] ,aveexitium,gotta say i like this ca final stop frame,game,9
,[0:38:38] ,plutox,can you wich character is added to arcade mode like posion for sfiii or lucia for sfi,cinfo,5
,[0:38:41] ,kcomplex,i live in massachusetts and have been to boston many times but ive never heard a thick boston accent like that dayum,cdesign,4
,[0:38:42] ,rashidoo,d,other,10
,[0:38:43] ,plutox,check,request,1
,[0:38:47] ,sandmana,wow,goodp,6
,[0:38:50] ,squalladv,holy f rose confirmed,cinfo,5
,[0:38:52] ,dasmesee,lol,goodp,6
,[0:38:53] ,freakyyyy,abigail is canadian d,cdesign,4
,[0:38:53] ,betrayedllama,i just realized roxy and poison are different people,cinfo,5
,[0:38:59] ,squalladv,roxy confirmed,cinfo,5
,[0:39:06] ,zyxwhitewind,these beats though,game,9
,[0:39:11] ,hulkbusterv,roxy in november,cinfo,5
,[0:39:12] ,aveexitium,wtf is happening,badp,7
,[0:39:13] ,zyxwhitewind,streets of rage,game,9
,[0:39:16] ,plutox,yeah,goodp,6
,[0:39:24] ,inodmyheadwhenilose,these core values though,other,10
,[0:39:26] ,plutox,like zeku is in sfi or laura in sfiii,other,10
