,event,event_code,time,user,message,category,code
1631,match round two,9,[1:12:39] ,moravia,ken players,cinfo,5
1632,match round two,9,[1:12:45] ,ajrea,p oo p p p p p oo p,other,10
1633,match round two,9,[1:12:49] ,badarcade,they both say not bad,cinfo,5
1634,match round two,9,[1:12:50] ,cellus,the double grab whiff god,cinfo,5
1635,match win,11,[1:12:52] ,damierreid,whats her crush counter,question,8
1636,match win,11,[1:12:53] ,badarcade,r u kidding me,badp,7
1637,match win,11,[1:12:54] ,shadowdancer,is her walk speed slow,question,8
1638,match win,11,[1:12:55] ,universefour,is she kens brother,question,8
1639,match win,11,[1:12:59] ,gregcanela,not bad,goodp,6
1640,match win,11,[1:12:59] ,thecheeze,he is your neighbour,other,10
1641,match win,11,[1:13:03] ,badarcade,fuck this game,other,10
1642,match win,11,[1:13:06] ,squalladv,lmao true,other,10
1643,match win,11,[1:13:08] ,jaynines,what the hell did i just witness,goodp,6
1644,match win,11,[1:13:10] ,komradekontroll,hed be silver if he wiggled the cable,goodp,6
1645,match win,11,[1:13:10] ,pinksoul,lmao,goodp,6
1646,match win,11,[1:13:10] ,uchechukwudaniel,you seem to have lucia figured out,goodp,6
1647,match win,11,[1:13:11] ,abdulalm,shes a legit kof fighter if you can break her open,cinfo,5
1648,match win,11,[1:13:12] ,ballowethebear,overhead to triple jab is od,caction,3
1649,match win,11,[1:13:13] ,komradekontroll,or turned on wifi,other,10
1650,match win,11,[1:13:14] ,unjourmerguez,universefour brother,other,10
1651,match win,11,[1:13:16] ,mosesthechosenone,tfw lucia and ken have similar idle poses,cdesign,4
1652,match win,11,[1:13:16] ,renevbz,evo leaks no good poor,game,9
1653,match win,11,[1:13:17] ,enderhuntercep,ken players,cinfo,5
1654,match win,11,[1:13:18] ,yawyan,needs some flippers to kick his router with,other,10
1655,match win,11,[1:13:19] ,fluffysheap,its the new netcode,other,10
1656,match win,11,[1:13:19] ,dasmesee,sad no viper aimzsad,other,10
1657,match win,11,[1:13:20] ,esaych,why are you not comboing with v skill,question,8
1658,match round one,8,[1:13:22] ,momenti,that shit dont look good on this side ool,other,10
1659,match round one,8,[1:13:23] ,darnellplayer,again people bashing on ken smh,cinfo,5
1660,match round one,8,[1:13:25] ,poorygone,i will break her open,cinfo,5
1661,match round one,8,[1:13:25] ,universefour,unjourmerguez,other,10
1662,match round one,8,[1:13:29] ,ripbro,her animations are awful,cdesign,4
1663,match round one,8,[1:13:33] ,megatonbeef,ken with good internet is no go,cinfo,5
1664,match round one,8,[1:13:37] ,someguyzero,not bad,goodp,6
1665,match round one,8,[1:13:43] ,thecheeze,flowcharer,other,10
1666,match round one,8,[1:13:46] ,thelexnard,damn that fb on hit isnt that,other,10
1667,match round one,8,[1:13:48] ,badarcade,battle of the not bads,goodp,6
1668,match round one,8,[1:13:50] ,gregcanela,nawt bad,goodp,6
1669,match round one,8,[1:13:54] ,ravengear,want a coffee,other,10
1670,match round one,8,[1:13:56] ,taken,lucia sounds like labrys,cdesign,4
1671,match round one,8,[1:14:00] ,squalladv,like the song lag skill thats all you need for ken,cdesign,4
1672,match round one,8,[1:14:04] ,tripleaaa,her target combo is supposedly really good,cinfo,5
1673,match win,11,[1:14:05] ,thecheeze,top tier,goodp,6
1674,match win,11,[1:14:09] ,mosesthechosenone,codys vskill on crack,cinfo,5
1675,match win,11,[1:14:10] ,mrmuddyk,time for some educational discipline,other,10
1676,match win,11,[1:14:12] ,dasmesee,blonde fighter,cdesign,4
1677,match win,11,[1:14:12] ,admiralackbarssnackbar,so fuck crossups,other,10
1678,match round two,9,[1:14:21] ,fedorabattlemaster,is this ceroblasts console account,question,8
1679,match round two,9,[1:14:29] ,squalladv,dasmesee half the females char in sfv are nor blonde,cdesign,4
1680,match round two,9,[1:14:31] ,mrsolodolo,end a combo with her v skill she plus on hit,request,1
1681,match round two,9,[1:14:35] ,someguyzero,kens learning,caction,3
1682,match round two,9,[1:14:37] ,squalladv,dasmesee more than half actually,cdesign,4
1683,match round two,9,[1:14:38] ,topgunlt,itll be good against those annoying side switchers,cinfo,5
1684,match round two,9,[1:14:39] ,thedarkfenix,i think we spoke too soon she grew on me k ken,cinfo,5
1685,match round two,9,[1:14:40] ,poorygone,her stance is derived from final fight and they look weird,cdesign,4
1686,match round two,9,[1:14:46] ,mrlawyer,guys is her dp slow just like urien ed and falke,question,8
1687,match round two,9,[1:14:54] ,dangalfthekrey,dasmesee ikr its like capcom doesnt know theres more kinds of white people than nordics,game,9
1688,match round two,9,[1:14:57] ,garlandu,these dps are giving me ptsd,cinfo,5
1689,match round two,9,[1:14:58] ,gregcanela,hey take this,request,1
1690,match round two,9,[1:14:59] ,mrmuddyk,wow,goodp,6
1691,match round two,9,[1:15:01] ,thelexnard,no bar used too,caction,3
1692,match round two,9,[1:15:02] ,someguyzero,bouncing fireball,caction,3
1693,match round two,9,[1:15:02] ,taken,o,goodp,6
1694,match round two,9,[1:15:04] ,eeega,not bad,goodp,6
1695,match win,11,[1:15:05] ,whorlha,nah she bottom,cinfo,5
1696,match win,11,[1:15:05] ,thecheeze,thats it she is top tier,cinfo,5
1697,match win,11,[1:15:06] ,aaron,nawt bad,goodp,6
1698,match win,11,[1:15:12] ,taskanawa,she is crazy,caction,3
1699,match win,11,[1:15:12] ,topgunlt,my ken,cinfo,5
1700,match win,11,[1:15:12] ,abdulalm,this bitch is broken,cinfo,5
1701,match win,11,[1:15:15] ,ssjdill,months for thisss is really kinda disappointing,badp,7
1702,match win,11,[1:15:16] ,xdinstinctblue,time to make a new account on steam and get lucina,other,10
1703,match win,11,[1:15:19] ,jayvokz,so a better fang,other,10
1704,match win,11,[1:15:20] ,poulpoul,she have taunts sentences with directions,cdesign,4
1705,match win,11,[1:15:22] ,squalladv,god tier confirmed ohmydog,cinfo,5
1706,match win,11,[1:15:23] ,dasmesee,lucia should have been maki,cinfo,5
1707,match win,11,[1:15:23] ,sweetbabybuddha,that kens umeshoryus,cinfo,5
1708,match win,11,[1:15:26] ,rashidoo,are you saying shes got potential,cinfo,5
1709,match win,11,[1:15:28] ,hiiipwr,kick vs kick,caction,3
1747,match round one,8,[1:16:39] ,laughswithknives,its out on steam atprtsd,other,10
1748,match round one,8,[1:16:39] ,souljasleet,you smurf,other,10
1749,match round one,8,[1:16:40] ,djscope,bundle is out now on the east coast,game,9
1750,match round one,8,[1:16:40] ,ravengear,poor two p,other,10
1751,match round one,8,[1:16:41] ,megatonbeef,must wait for bundle,game,9
1752,match round one,8,[1:16:42] ,ssjdill,snk giving free dlc and we gotta spend fm after waiting months,other,10
1753,match round one,8,[1:16:43] ,phoolish,her intro is freakin amazing,cdesign,4
1754,match round one,8,[1:16:43] ,darnellplayer,damuffinman doodbro,other,10
1755,match round one,8,[1:16:44] ,thecheeze,umehonda lol,other,10
1756,match round one,8,[1:16:48] ,poorygone,smurf too,other,10
1757,match round one,8,[1:16:52] ,squalladv,perdon,cdesign,4
1758,match round one,8,[1:16:56] ,fluffysheap,bundle leaked early onsteam,game,9
1759,match round one,8,[1:16:56] ,gregcanela,smurfs are out,other,10
1760,match round one,8,[1:16:57] ,cmplete,bundle is out now on steam,game,9
1761,match round one,8,[1:17:01] ,thelexnard,his chp is sooo much slower in this game than sfiv lol,cinfo,5
1762,match round one,8,[1:17:01] ,flyerthanabird,the bundle is out now,game,9
1763,match round one,8,[1:17:07] ,ventolin,not on psn djscope,other,10
1764,match round one,8,[1:17:09] ,chronodragon,hondas theme in this game,cdesign,4
1765,match round one,8,[1:17:11] ,mexicanlew,httpstwittercomscrubsurastatus,other,10
1766,match round one,8,[1:17:12] ,miketales,almost half life gone and hes hit you times,caction,3
1767,match round one,8,[1:17:18] ,squalladv,umehonda ohmydog,other,10
1768,match round one,8,[1:17:25] ,damuffinman,oh god hondas ass,cdesign,4
1769,match round one,8,[1:17:26] ,mikeyjoel,when you grab she says sorry in spanish haha perdon,question,8
1770,match round one,8,[1:17:27] ,sweetbabybuddha,smurfer,other,10
1771,match lose,12,[1:17:31] ,komradekontroll,sat on,caction,3
1772,match lose,12,[1:17:32] ,damierreid,wow,goodp,6
1773,match lose,12,[1:17:33] ,enzo,the bundle is available now,game,9
1774,match lose,12,[1:17:36] ,squalladv,rookie,other,10
1775,match lose,12,[1:17:37] ,whorlha,honda top,caction,3
1776,match lose,12,[1:17:39] ,izicken,dat look brutal,caction,3
1777,match lose,12,[1:17:41] ,exunspect,daaaamn honds,caction,3
1778,match lose,12,[1:17:41] ,thecheeze,ume grab,caction,3
1779,match lose,12,[1:17:41] ,phoolish,damn,goodp,6
1780,match lose,12,[1:17:41] ,renevbz,cosmos,other,10
1781,match lose,12,[1:17:41] ,jayvokz,gief range,other,10
1782,match lose,12,[1:17:41] ,euury,hggshaq hggshaq hggshaq,other,10
1783,match round two,9,[1:17:42] ,poorygone,welcome back honda,caction,3
1784,match round two,9,[1:17:43] ,gruffgridof,losing to rookies,other,10
1785,match round two,9,[1:17:43] ,taken,on psn,other,10
1786,match round two,9,[1:17:44] ,spacedive,umehonda,other,10
1787,match round two,9,[1:17:45] ,mosesthechosenone,ex oicho damn,goodp,6
1788,match round two,9,[1:17:47] ,bobdobbz,hes on lp hands on block,caction,3
1789,match round two,9,[1:17:47] ,llesor,wait,other,10
1790,match round two,9,[1:17:48] ,toumakami,makes u want to play ehonda right,caction,3
1791,match round two,9,[1:17:48] ,inodmyheadwhenilose,the bully is getting bullied,caction,3
1792,match round two,9,[1:17:49] ,moravia,respect umehonda,caction,3
1793,match round two,9,[1:17:53] ,llesor,this is rashidoo right,question,8
1794,match round two,9,[1:17:55] ,majestichimeros,evocry evocry evocry,other,10
1795,match round two,9,[1:17:56] ,afroshouji,stop sign honda,caction,3
1796,match round two,9,[1:17:56] ,xcrv,that command grab looks so savge,caction,3
1797,match round two,9,[1:17:56] ,megatonbeef,stand up to bullies,other,10
1798,match round two,9,[1:17:58] ,sweetbabybuddha,big alex squats,other,10
1799,match round two,9,[1:17:59] ,variantx,edmondumehonda dude is an omega smurf,other,10
1800,match round two,9,[1:18:01] ,xsodarkcarver,the forward dash is fast,caction,3
1801,match round two,9,[1:18:03] ,dasmesee,ngl its nice to see honda back,caction,3
1802,match round two,9,[1:18:04] ,llesor,rashidoo is that you,question,8
1803,match round two,9,[1:18:10] ,renevbz,his theme is sick,cdesign,4
1804,match round two,9,[1:18:15] ,fedorabattlemaster,come back to us,request,1
1805,match round two,9,[1:18:16] ,bobdobbz,his dash is really good,caction,3
1806,match round two,9,[1:18:18] ,miketales,its so cool seeing honda in the game,caction,3
1807,match round two,9,[1:18:21] ,darnellplayer,damuffinman you missed a ken earlier and chat refuses to give ken respect smh,other,10
1808,match round two,9,[1:18:22] ,ventolin,hoodaman,other,10
1809,match round two,9,[1:18:26] ,izicken,agree sick theme,cdesign,4
1810,match round two,9,[1:18:27] ,souljasleet,wtf,badp,7
1811,match round two,9,[1:18:29] ,squalladv,probably a honda main from sf who started played sfv with honda,cinfo,5
1812,match lose,12,[1:18:31] ,slylataupe,y damn japanese,cdesign,4
1813,match lose,12,[1:18:31] ,paulowebtv,honda is pretty sick,cinfo,5
1814,match lose,12,[1:18:33] ,dasmesee,yooo,other,10
1815,match lose,12,[1:18:35] ,rashidoo,i told you his fierce is godlike,cdesign,4
1816,match lose,12,[1:18:35] ,datzcrazy,the hands do a good amount of chip,cdesign,4
1817,match lose,12,[1:18:36] ,komradekontroll,miguel rossington is back,other,10
1818,match lose,12,[1:18:37] ,bendollarsign,lol,goodp,6
1819,match lose,12,[1:18:37] ,thecheeze,butt spammer,other,10
1820,match lose,12,[1:18:38] ,rustedobsidian,since poison is here what do you believe are the chances for hugo to make a future appearance,cinfo,5
1821,match lose,12,[1:18:38] ,nosferatulive,cant watch for itazan,other,10
1822,match lose,12,[1:18:38] ,euury,hggshaq hggshaq hggshaq,other,10
1823,match lose,12,[1:18:38] ,laughswithknives,miekruss atpquan,other,10
1824,match lose,12,[1:18:38] ,exunspect,play honda,request,1
1825,match lose,12,[1:18:39] ,majestichimeros,evodownload evodownload evodownload,other,10
1826,match lose,12,[1:18:41] ,squalladv,hes definitely not rookie,cinfo,5
1827,match lose,12,[1:18:41] ,nosferatulive,wait,request,1
1828,match lose,12,[1:18:43] ,renevbz,go honda scarfayaya scarfayaya scarfayaya,caction,3
1829,match lose,12,[1:18:43] ,megatonbeef,honda best grappler,cinfo,5
1830,match lose,12,[1:18:44] ,phoolish,hondas command grab makes me want to main him,caction,3
1831,match lose,12,[1:18:44] ,shotgunsagat,smurf battle,other,10
1832,match lose,12,[1:18:46] ,dasmesee,honda is dope,cinfo,5
1833,match lose,12,[1:18:47] ,damuffinman,darnellplayer i was here eating,other,10
1834,match lose,12,[1:18:47] ,mexicanlew,httpstwittercomscrubsurastatus,other,10
1835,match lose,12,[1:18:50] ,thablackoshin,that shit fast,caction,3
1836,match lose,12,[1:18:52] ,thatjapanesedude,are you going to release an apology veideo to lucia,comment,2
1837,match lose,12,[1:18:54] ,xsodarkcarver,how plus is his hundred hands,cdesign,4
1838,match lose,12,[1:18:56] ,galexylo,is that smurf account umehonda,other,10
1839,match lose,12,[1:18:58] ,fedorabattlemaster,who is this guy,question,8
1840,match round one,8,[1:19:00] ,darnellplayer,damuffinman fair enough,other,10
1841,match round one,8,[1:19:00] ,poorygone,so has a main,other,10
1842,match round one,8,[1:19:00] ,killacam,why they make him cockeyed,question,8
1843,match round one,8,[1:19:02] ,washtacles,gg that was,goodp,6
1844,match round one,8,[1:19:03] ,inodmyheadwhenilose,id rather see honda,cinfo,5
1845,match round one,8,[1:19:08] ,sadodragon,bully reofail,other,10
1846,match round one,8,[1:19:09] ,kfigueroa,is everyone snuffing right now,other,10
1847,match round one,8,[1:19:16] ,ghostfromrdstrike,i just heard got sat on by a guy named edmond honda reoboon,caction,3
1848,match round one,8,[1:19:24] ,darnellplayer,damuffinman momochi gets top with ken and yet he doesnt get respect really smh,cinfo,5
1849,match round one,8,[1:19:27] ,aaron,new characters incoming smurfs,game,9
1850,match round one,8,[1:19:31] ,megatonbeef,kfigueroa game is free this week lots of poor people to beat up,game,9
1851,match round one,8,[1:19:32] ,txlead,is all the sf world warriors officially in sfv now,game,9
1852,match round one,8,[1:19:32] ,bobdobbz,im snuffing how bout u,other,10
1853,match round one,8,[1:19:33] ,aaron,everyone should know that by now,other,10
1854,match round one,8,[1:19:37] ,miketales,ghostfromrdstrike yeah it was hot,goodp,6
1855,match round one,8,[1:19:40] ,thablackoshin,can her st lk anti air,other,10
1856,match round one,8,[1:19:41] ,shinzo,after trying lucia and poison i prefer lucia she is pretty fun,cinfo,5
1857,match round one,8,[1:19:44] ,phoolish,that aint stahhpp itt,other,10
1858,match round one,8,[1:19:45] ,taken,yes,goodp,6
1859,match round one,8,[1:19:50] ,ghostfromrdstrike,miketales damn son,goodp,6
1860,match round one,8,[1:19:53] ,sshomes,why is the sound affect for the slaps the one for blocking,question,8
1861,match round one,8,[1:19:54] ,llesor,guys,other,10
1862,match round one,8,[1:19:58] ,llesor,its rashidoo,cinfo,5
1863,match round one,8,[1:20:01] ,llesor,everyone tag him,other,10
1864,match round one,8,[1:20:01] ,dasmesee,suspicion on account,other,10
1865,match round one,8,[1:20:02] ,bluandpurple,txlead yep honda was the last one left out from sfii,cinfo,5
1866,match round one,8,[1:20:07] ,someguyzero,rooie,other,10
1867,match round one,8,[1:20:09] ,thedarkfenix,big,cdesign,4
1868,match round one,8,[1:20:09] ,universefour,e honda cont care bout no law,cinfo,5
1869,match round one,8,[1:20:11] ,gregcanela,respecc the laaww,other,10
1870,match win,11,[1:20:13] ,komradekontroll,hondo won that round,caction,3
1871,match win,11,[1:20:17] ,ghostfromrdstrike,lucia is making me wanna reinstall sf ngl,cinfo,5
1872,match win,11,[1:20:19] ,txlead,dang thats crazy,goodp,6
1873,match win,11,[1:20:20] ,mosesthechosenone,lmfao,goodp,6
1874,match win,11,[1:20:20] ,rorboy,the lawr,goodp,6
1875,match round two,9,[1:20:21] ,ghostfromrdstrike,told ya,other,10
1876,match round two,9,[1:20:22] ,renevbz,fuck the police scarfayaya cosmoayaya,game,9
1877,match round two,9,[1:20:22] ,zyxwhitewind,doodbigbrain,other,10
1878,match round two,9,[1:20:25] ,poorygone,where are the poison smurfs,question,8
1879,match round two,9,[1:20:34] ,drunkennoodlez,lucia looks super fun too,cinfo,5
